Subject,Run,task,Movement_RelativeRMS_mean
125424,rfMRI_REST2_LR,0,0.0619714
125424,rfMRI_REST2_RL,0,0.0526673
125424,tfMRI_MOTOR_RL,4,0.070386
125424,tfMRI_MOTOR_LR,4,0.0716681
125424,tfMRI_WM_RL,7,0.0604231
125424,tfMRI_WM_LR,7,0.0660149
125424,tfMRI_EMOTION_RL,1,0.0623831
125424,tfMRI_EMOTION_LR,1,0.0602924
125424,tfMRI_GAMBLING_RL,2,0.0700507
125424,tfMRI_GAMBLING_LR,2,0.0584142
125424,tfMRI_LANGUAGE_RL,3,0.0692804
125424,tfMRI_LANGUAGE_LR,3,0.0603674
125424,tfMRI_RELATIONAL_RL,5,0.073036
125424,tfMRI_RELATIONAL_LR,5,0.0685883
125424,tfMRI_SOCIAL_RL,6,0.0640626
125424,tfMRI_SOCIAL_LR,6,0.0732254
125525,rfMRI_REST1_LR,0,0.0836611
125525,rfMRI_REST1_RL,0,0.115946
125525,rfMRI_REST2_LR,0,0.0890162
125525,rfMRI_REST2_RL,0,0.107448
125525,tfMRI_MOTOR_RL,4,0.136733
125525,tfMRI_MOTOR_LR,4,0.140365
125525,tfMRI_WM_RL,7,0.084063
125525,tfMRI_WM_LR,7,0.0771901
125525,tfMRI_EMOTION_RL,1,0.0975462
125525,tfMRI_EMOTION_LR,1,0.0762005
125525,tfMRI_GAMBLING_RL,2,0.0910017
125525,tfMRI_GAMBLING_LR,2,0.0807189
125525,tfMRI_LANGUAGE_RL,3,0.088535
125525,tfMRI_LANGUAGE_LR,3,0.0782395
125525,tfMRI_RELATIONAL_RL,5,0.0871922
125525,tfMRI_RELATIONAL_LR,5,0.0822195
125525,tfMRI_SOCIAL_RL,6,0.0917884
125525,tfMRI_SOCIAL_LR,6,0.0777164
126325,rfMRI_REST1_LR,0,0.126287
126325,rfMRI_REST1_RL,0,0.115387
126325,rfMRI_REST2_LR,0,0.0858277
126325,rfMRI_REST2_RL,0,0.0854876
126325,tfMRI_MOTOR_RL,4,0.118036
126325,tfMRI_MOTOR_LR,4,0.132269
126325,tfMRI_WM_RL,7,0.123247
126325,tfMRI_WM_LR,7,0.131078
126325,tfMRI_EMOTION_RL,1,0.0913981
126325,tfMRI_EMOTION_LR,1,0.0995488
126325,tfMRI_GAMBLING_RL,2,0.114212
126325,tfMRI_GAMBLING_LR,2,0.11838
126325,tfMRI_LANGUAGE_RL,3,0.0922775
126325,tfMRI_LANGUAGE_LR,3,0.0988679
126325,tfMRI_RELATIONAL_RL,5,0.0990132
126325,tfMRI_RELATIONAL_LR,5,0.104393
126325,tfMRI_SOCIAL_RL,6,0.0880962
126325,tfMRI_SOCIAL_LR,6,0.085792
126426,rfMRI_REST1_LR,0,0.100165
126426,rfMRI_REST1_RL,0,0.0697099
126426,rfMRI_REST2_LR,0,0.0935959
126426,rfMRI_REST2_RL,0,0.0947415
126426,tfMRI_MOTOR_RL,4,0.112707
126426,tfMRI_MOTOR_LR,4,0.136028
126426,tfMRI_WM_RL,7,0.0912648
126426,tfMRI_WM_LR,7,0.111731
126426,tfMRI_EMOTION_RL,1,0.0866328
126426,tfMRI_EMOTION_LR,1,0.113361
126426,tfMRI_GAMBLING_RL,2,0.0896755
126426,tfMRI_GAMBLING_LR,2,0.104332
126426,tfMRI_LANGUAGE_RL,3,0.0756763
126426,tfMRI_LANGUAGE_LR,3,0.119717
126426,tfMRI_RELATIONAL_RL,5,0.0994233
126426,tfMRI_RELATIONAL_LR,5,0.101979
126426,tfMRI_SOCIAL_RL,6,0.101659
126426,tfMRI_SOCIAL_LR,6,0.112087
126628,rfMRI_REST1_LR,0,0.10634
126628,rfMRI_REST1_RL,0,0.134468
126628,rfMRI_REST2_LR,0,0.141108
126628,rfMRI_REST2_RL,0,0.108138
126628,tfMRI_MOTOR_RL,4,0.131334
126628,tfMRI_MOTOR_LR,4,0.152048
126628,tfMRI_WM_RL,7,0.105615
126628,tfMRI_WM_LR,7,0.114793
126628,tfMRI_EMOTION_RL,1,0.127212
126628,tfMRI_EMOTION_LR,1,0.13667
126628,tfMRI_GAMBLING_RL,2,0.123486
126628,tfMRI_GAMBLING_LR,2,0.122814
126628,tfMRI_LANGUAGE_RL,3,0.102356
126628,tfMRI_LANGUAGE_LR,3,0.0949735
126628,tfMRI_RELATIONAL_RL,5,0.148483
126628,tfMRI_RELATIONAL_LR,5,0.17191
126628,tfMRI_SOCIAL_RL,6,0.102016
126628,tfMRI_SOCIAL_LR,6,0.124572
126931,rfMRI_REST1_LR,0,
126931,rfMRI_REST1_RL,0,
126931,rfMRI_REST2_LR,0,
126931,rfMRI_REST2_RL,0,
126931,tfMRI_MOTOR_RL,4,
126931,tfMRI_MOTOR_LR,4,
126931,tfMRI_WM_RL,7,
126931,tfMRI_WM_LR,7,
126931,tfMRI_EMOTION_RL,1,
126931,tfMRI_EMOTION_LR,1,
126931,tfMRI_GAMBLING_RL,2,
126931,tfMRI_GAMBLING_LR,2,
126931,tfMRI_LANGUAGE_RL,3,
126931,tfMRI_LANGUAGE_LR,3,
126931,tfMRI_RELATIONAL_RL,5,
126931,tfMRI_RELATIONAL_LR,5,
126931,tfMRI_SOCIAL_RL,6,
126931,tfMRI_SOCIAL_LR,6,
127226,rfMRI_REST1_LR,0,0.0687432
127226,rfMRI_REST1_RL,0,0.0619672
127226,rfMRI_REST2_LR,0,0.0493413
127226,rfMRI_REST2_RL,0,0.0523544
127226,tfMRI_MOTOR_RL,4,0.0619762
127226,tfMRI_MOTOR_LR,4,0.0715566
127226,tfMRI_WM_RL,7,0.0545361
127226,tfMRI_WM_LR,7,0.069082
127226,tfMRI_EMOTION_RL,1,0.0528391
127226,tfMRI_EMOTION_LR,1,0.0755987
127226,tfMRI_GAMBLING_RL,2,0.057146
127226,tfMRI_GAMBLING_LR,2,0.0539472
127226,tfMRI_LANGUAGE_RL,3,0.0560126
127226,tfMRI_LANGUAGE_LR,3,0.0548543
127226,tfMRI_RELATIONAL_RL,5,0.0550798
127226,tfMRI_RELATIONAL_LR,5,0.0503318
127226,tfMRI_SOCIAL_RL,6,0.0608597
127226,tfMRI_SOCIAL_LR,6,0.0620159
127327,rfMRI_REST1_LR,0,0.105265
127327,rfMRI_REST1_RL,0,0.093703
127327,rfMRI_REST2_LR,0,0.123767
127327,rfMRI_REST2_RL,0,0.121646
127327,tfMRI_MOTOR_RL,4,0.125199
127327,tfMRI_MOTOR_LR,4,0.178112
127327,tfMRI_WM_RL,7,0.0863559
127327,tfMRI_WM_LR,7,0.0824921
127327,tfMRI_EMOTION_RL,1,0.0912715
127327,tfMRI_EMOTION_LR,1,0.0962701
127327,tfMRI_GAMBLING_RL,2,0.0870689
127327,tfMRI_GAMBLING_LR,2,0.0735165
127327,tfMRI_LANGUAGE_RL,3,0.095811
127327,tfMRI_LANGUAGE_LR,3,0.111403
127327,tfMRI_RELATIONAL_RL,5,0.100895
127327,tfMRI_RELATIONAL_LR,5,0.105466
127327,tfMRI_SOCIAL_RL,6,0.121588
127327,tfMRI_SOCIAL_LR,6,0.123914
127630,rfMRI_REST1_LR,0,0.123369
127630,rfMRI_REST1_RL,0,0.0980934
127630,rfMRI_REST2_LR,0,0.107658
127630,rfMRI_REST2_RL,0,0.0976902
127630,tfMRI_MOTOR_RL,4,0.113731
127630,tfMRI_MOTOR_LR,4,0.105681
127630,tfMRI_WM_RL,7,0.0973309
127630,tfMRI_WM_LR,7,0.137114
127630,tfMRI_EMOTION_RL,1,0.121011
127630,tfMRI_EMOTION_LR,1,0.152416
127630,tfMRI_GAMBLING_RL,2,0.102878
127630,tfMRI_GAMBLING_LR,2,0.122263
127630,tfMRI_LANGUAGE_RL,3,0.125886
127630,tfMRI_LANGUAGE_LR,3,0.148875
127630,tfMRI_RELATIONAL_RL,5,0.109572
127630,tfMRI_RELATIONAL_LR,5,0.142541
127630,tfMRI_SOCIAL_RL,6,0.0943311
127630,tfMRI_SOCIAL_LR,6,0.126027
127731,rfMRI_REST1_LR,0,0.0559997
127731,rfMRI_REST1_RL,0,0.0481166
127731,rfMRI_REST2_LR,0,0.0697055
127731,rfMRI_REST2_RL,0,0.054846
127731,tfMRI_MOTOR_RL,4,0.0687715
127731,tfMRI_MOTOR_LR,4,0.0664135
127731,tfMRI_WM_RL,7,0.0494372
127731,tfMRI_WM_LR,7,
127731,tfMRI_EMOTION_RL,1,0.0689116
127731,tfMRI_EMOTION_LR,1,0.091654
127731,tfMRI_GAMBLING_RL,2,0.0733583
127731,tfMRI_GAMBLING_LR,2,0.0889076
127731,tfMRI_LANGUAGE_RL,3,0.0631583
127731,tfMRI_LANGUAGE_LR,3,0.0784044
127731,tfMRI_RELATIONAL_RL,5,0.0862632
127731,tfMRI_RELATIONAL_LR,5,0.0551328
127731,tfMRI_SOCIAL_RL,6,0.0587001
127731,tfMRI_SOCIAL_LR,6,0.0724249
127832,rfMRI_REST1_LR,0,0.0903487
127832,rfMRI_REST1_RL,0,0.0846913
127832,rfMRI_REST2_LR,0,0.0851735
127832,rfMRI_REST2_RL,0,0.108136
127832,tfMRI_MOTOR_RL,4,0.0967772
127832,tfMRI_MOTOR_LR,4,0.0672231
127832,tfMRI_WM_RL,7,0.0678269
127832,tfMRI_WM_LR,7,0.0844753
127832,tfMRI_EMOTION_RL,1,0.109389
127832,tfMRI_EMOTION_LR,1,0.0650098
127832,tfMRI_GAMBLING_RL,2,0.0976671
127832,tfMRI_GAMBLING_LR,2,0.0835185
127832,tfMRI_LANGUAGE_RL,3,0.12362
127832,tfMRI_LANGUAGE_LR,3,0.0890606
127832,tfMRI_RELATIONAL_RL,5,0.082307
127832,tfMRI_RELATIONAL_LR,5,0.0814467
127832,tfMRI_SOCIAL_RL,6,0.0800096
127832,tfMRI_SOCIAL_LR,6,0.0629899
127933,rfMRI_REST1_LR,0,0.0638379
127933,rfMRI_REST1_RL,0,0.0563113
127933,rfMRI_REST2_LR,0,0.050278
127933,rfMRI_REST2_RL,0,0.0502104
127933,tfMRI_MOTOR_RL,4,0.06609
127933,tfMRI_MOTOR_LR,4,0.0654863
127933,tfMRI_WM_RL,7,0.0510707
127933,tfMRI_WM_LR,7,0.0525782
127933,tfMRI_EMOTION_RL,1,0.0527404
127933,tfMRI_EMOTION_LR,1,0.0496103
127933,tfMRI_GAMBLING_RL,2,0.0535428
127933,tfMRI_GAMBLING_LR,2,0.0610515
127933,tfMRI_LANGUAGE_RL,3,0.0561448
127933,tfMRI_LANGUAGE_LR,3,0.0517474
127933,tfMRI_RELATIONAL_RL,5,0.0610046
127933,tfMRI_RELATIONAL_LR,5,0.0755396
127933,tfMRI_SOCIAL_RL,6,0.0508413
127933,tfMRI_SOCIAL_LR,6,0.055186
128026,rfMRI_REST1_LR,0,0.0876626
128026,rfMRI_REST1_RL,0,0.0851085
128026,rfMRI_REST2_LR,0,0.103684
128026,rfMRI_REST2_RL,0,0.111018
128026,tfMRI_MOTOR_RL,4,0.114598
128026,tfMRI_MOTOR_LR,4,0.111901
128026,tfMRI_WM_RL,7,0.101875
128026,tfMRI_WM_LR,7,0.103373
128026,tfMRI_EMOTION_RL,1,0.0817458
128026,tfMRI_EMOTION_LR,1,0.0828534
128026,tfMRI_GAMBLING_RL,2,0.0943224
128026,tfMRI_GAMBLING_LR,2,0.0918891
128026,tfMRI_LANGUAGE_RL,3,0.103008
128026,tfMRI_LANGUAGE_LR,3,0.0883191
128026,tfMRI_RELATIONAL_RL,5,0.119715
128026,tfMRI_RELATIONAL_LR,5,0.117111
128026,tfMRI_SOCIAL_RL,6,0.0906048
128026,tfMRI_SOCIAL_LR,6,0.0958852
128127,rfMRI_REST1_LR,0,0.0547918
128127,rfMRI_REST1_RL,0,0.0624253
128127,rfMRI_REST2_LR,0,0.0650449
128127,rfMRI_REST2_RL,0,0.0505035
128127,tfMRI_MOTOR_RL,4,0.0574344
128127,tfMRI_MOTOR_LR,4,0.0581141
128127,tfMRI_WM_RL,7,0.0711818
128127,tfMRI_WM_LR,7,0.0567063
128127,tfMRI_EMOTION_RL,1,0.0459586
128127,tfMRI_EMOTION_LR,1,0.0442567
128127,tfMRI_GAMBLING_RL,2,0.0574271
128127,tfMRI_GAMBLING_LR,2,0.053612
128127,tfMRI_LANGUAGE_RL,3,0.057281
128127,tfMRI_LANGUAGE_LR,3,0.045718
128127,tfMRI_RELATIONAL_RL,5,0.0416984
128127,tfMRI_RELATIONAL_LR,5,0.0461382
128127,tfMRI_SOCIAL_RL,6,0.0492467
128127,tfMRI_SOCIAL_LR,6,0.0467936
128329,rfMRI_REST1_LR,0,0.138059
128329,rfMRI_REST1_RL,0,0.102847
128329,rfMRI_REST2_LR,0,
128329,rfMRI_REST2_RL,0,
128329,tfMRI_MOTOR_RL,4,0.110623
128329,tfMRI_MOTOR_LR,4,
128329,tfMRI_WM_RL,7,0.0887993
128329,tfMRI_WM_LR,7,0.0922804
128329,tfMRI_EMOTION_RL,1,
128329,tfMRI_EMOTION_LR,1,
128329,tfMRI_GAMBLING_RL,2,0.0931804
128329,tfMRI_GAMBLING_LR,2,0.100043
128329,tfMRI_LANGUAGE_RL,3,
128329,tfMRI_LANGUAGE_LR,3,
128329,tfMRI_RELATIONAL_RL,5,
128329,tfMRI_RELATIONAL_LR,5,
128329,tfMRI_SOCIAL_RL,6,
128329,tfMRI_SOCIAL_LR,6,
128632,rfMRI_REST1_LR,0,0.0625512
128632,rfMRI_REST1_RL,0,0.0636347
128632,rfMRI_REST2_LR,0,0.06585
128632,rfMRI_REST2_RL,0,0.0796203
128632,tfMRI_MOTOR_RL,4,0.0644847
128632,tfMRI_MOTOR_LR,4,0.0600823
128632,tfMRI_WM_RL,7,0.06624
128632,tfMRI_WM_LR,7,0.0689277
128632,tfMRI_EMOTION_RL,1,0.065291
128632,tfMRI_EMOTION_LR,1,0.0872826
128632,tfMRI_GAMBLING_RL,2,0.0641163
128632,tfMRI_GAMBLING_LR,2,0.067059
128632,tfMRI_LANGUAGE_RL,3,0.0957848
128632,tfMRI_LANGUAGE_LR,3,0.0890495
128632,tfMRI_RELATIONAL_RL,5,0.0706043
128632,tfMRI_RELATIONAL_LR,5,0.0787099
128632,tfMRI_SOCIAL_RL,6,0.0788265
128632,tfMRI_SOCIAL_LR,6,0.0621421
128935,rfMRI_REST1_LR,0,0.0924742
128935,rfMRI_REST1_RL,0,0.0913577
128935,rfMRI_REST2_LR,0,0.0948755
128935,rfMRI_REST2_RL,0,0.0990729
128935,tfMRI_MOTOR_RL,4,0.104494
128935,tfMRI_MOTOR_LR,4,0.113961
128935,tfMRI_WM_RL,7,0.0791953
128935,tfMRI_WM_LR,7,0.0837978
128935,tfMRI_EMOTION_RL,1,0.103244
128935,tfMRI_EMOTION_LR,1,0.0971593
128935,tfMRI_GAMBLING_RL,2,0.0904607
128935,tfMRI_GAMBLING_LR,2,0.0857052
128935,tfMRI_LANGUAGE_RL,3,0.108392
128935,tfMRI_LANGUAGE_LR,3,0.109651
128935,tfMRI_RELATIONAL_RL,5,0.099149
128935,tfMRI_RELATIONAL_LR,5,0.105967
128935,tfMRI_SOCIAL_RL,6,0.111612
128935,tfMRI_SOCIAL_LR,6,0.0921091
129028,rfMRI_REST1_LR,0,0.0745774
129028,rfMRI_REST1_RL,0,0.0804909
129028,rfMRI_REST2_LR,0,0.0687044
129028,rfMRI_REST2_RL,0,0.0697758
129028,tfMRI_MOTOR_RL,4,0.0871264
129028,tfMRI_MOTOR_LR,4,0.0815435
129028,tfMRI_WM_RL,7,0.0717604
129028,tfMRI_WM_LR,7,0.0737907
129028,tfMRI_EMOTION_RL,1,0.0521915
129028,tfMRI_EMOTION_LR,1,0.0474355
129028,tfMRI_GAMBLING_RL,2,0.072619
129028,tfMRI_GAMBLING_LR,2,0.0687024
129028,tfMRI_LANGUAGE_RL,3,0.0563644
129028,tfMRI_LANGUAGE_LR,3,0.0484594
129028,tfMRI_RELATIONAL_RL,5,0.0541819
129028,tfMRI_RELATIONAL_LR,5,0.0493261
129028,tfMRI_SOCIAL_RL,6,0.0527466
129028,tfMRI_SOCIAL_LR,6,0.0537162
129129,rfMRI_REST1_LR,0,0.0780699
129129,rfMRI_REST1_RL,0,0.0926773
129129,rfMRI_REST2_LR,0,0.0882632
129129,rfMRI_REST2_RL,0,0.0845326
129129,tfMRI_MOTOR_RL,4,0.098664
129129,tfMRI_MOTOR_LR,4,0.0982111
129129,tfMRI_WM_RL,7,0.106953
129129,tfMRI_WM_LR,7,0.0851011
129129,tfMRI_EMOTION_RL,1,0.0738004
129129,tfMRI_EMOTION_LR,1,0.0757047
129129,tfMRI_GAMBLING_RL,2,0.105576
129129,tfMRI_GAMBLING_LR,2,0.0650004
129129,tfMRI_LANGUAGE_RL,3,0.0838782
129129,tfMRI_LANGUAGE_LR,3,0.108317
129129,tfMRI_RELATIONAL_RL,5,0.0697287
129129,tfMRI_RELATIONAL_LR,5,0.0839379
129129,tfMRI_SOCIAL_RL,6,0.0759291
129129,tfMRI_SOCIAL_LR,6,0.0654699
129331,rfMRI_REST1_LR,0,0.120629
129331,rfMRI_REST1_RL,0,0.11444
129331,rfMRI_REST2_LR,0,0.117337
129331,rfMRI_REST2_RL,0,0.128825
129331,tfMRI_MOTOR_RL,4,0.0822368
129331,tfMRI_MOTOR_LR,4,0.0869508
129331,tfMRI_WM_RL,7,0.101939
129331,tfMRI_WM_LR,7,0.0915836
129331,tfMRI_EMOTION_RL,1,0.0979813
129331,tfMRI_EMOTION_LR,1,0.0973251
129331,tfMRI_GAMBLING_RL,2,0.0898467
129331,tfMRI_GAMBLING_LR,2,0.0870527
129331,tfMRI_LANGUAGE_RL,3,0.118507
129331,tfMRI_LANGUAGE_LR,3,0.109745
129331,tfMRI_RELATIONAL_RL,5,0.114451
129331,tfMRI_RELATIONAL_LR,5,0.107842
129331,tfMRI_SOCIAL_RL,6,0.103672
129331,tfMRI_SOCIAL_LR,6,0.109383
129432,rfMRI_REST1_LR,0,
129432,rfMRI_REST1_RL,0,
129432,rfMRI_REST2_LR,0,
129432,rfMRI_REST2_RL,0,
129432,tfMRI_MOTOR_RL,4,
129432,tfMRI_MOTOR_LR,4,
129432,tfMRI_WM_RL,7,
129432,tfMRI_WM_LR,7,
129432,tfMRI_EMOTION_RL,1,
129432,tfMRI_EMOTION_LR,1,
129432,tfMRI_GAMBLING_RL,2,
129432,tfMRI_GAMBLING_LR,2,
129432,tfMRI_LANGUAGE_RL,3,
129432,tfMRI_LANGUAGE_LR,3,
129432,tfMRI_RELATIONAL_RL,5,
129432,tfMRI_RELATIONAL_LR,5,
129432,tfMRI_SOCIAL_RL,6,
129432,tfMRI_SOCIAL_LR,6,
129533,rfMRI_REST1_LR,0,0.188869
129533,rfMRI_REST1_RL,0,0.15907
129533,rfMRI_REST2_LR,0,
129533,rfMRI_REST2_RL,0,
129533,tfMRI_MOTOR_RL,4,
129533,tfMRI_MOTOR_LR,4,
129533,tfMRI_WM_RL,7,
129533,tfMRI_WM_LR,7,
129533,tfMRI_EMOTION_RL,1,
129533,tfMRI_EMOTION_LR,1,
129533,tfMRI_GAMBLING_RL,2,
129533,tfMRI_GAMBLING_LR,2,
129533,tfMRI_LANGUAGE_RL,3,
129533,tfMRI_LANGUAGE_LR,3,
129533,tfMRI_RELATIONAL_RL,5,
129533,tfMRI_RELATIONAL_LR,5,
129533,tfMRI_SOCIAL_RL,6,
129533,tfMRI_SOCIAL_LR,6,
129634,rfMRI_REST1_LR,0,0.0469879
129634,rfMRI_REST1_RL,0,0.0463908
129634,rfMRI_REST2_LR,0,0.0546522
129634,rfMRI_REST2_RL,0,0.053762
129634,tfMRI_MOTOR_RL,4,0.101515
129634,tfMRI_MOTOR_LR,4,0.104476
129634,tfMRI_WM_RL,7,0.0494921
129634,tfMRI_WM_LR,7,0.0503396
129634,tfMRI_EMOTION_RL,1,0.0468825
129634,tfMRI_EMOTION_LR,1,0.0553678
129634,tfMRI_GAMBLING_RL,2,0.0428063
129634,tfMRI_GAMBLING_LR,2,0.0563387
129634,tfMRI_LANGUAGE_RL,3,0.0660918
129634,tfMRI_LANGUAGE_LR,3,0.0624385
129634,tfMRI_RELATIONAL_RL,5,0.0591783
129634,tfMRI_RELATIONAL_LR,5,0.0527269
129634,tfMRI_SOCIAL_RL,6,0.087167
129634,tfMRI_SOCIAL_LR,6,0.0504311
129937,rfMRI_REST1_LR,0,0.108747
129937,rfMRI_REST1_RL,0,0.122793
129937,rfMRI_REST2_LR,0,0.139905
129937,rfMRI_REST2_RL,0,
129937,tfMRI_MOTOR_RL,4,0.118146
129937,tfMRI_MOTOR_LR,4,0.128618
129937,tfMRI_WM_RL,7,0.133853
129937,tfMRI_WM_LR,7,0.144286
129937,tfMRI_EMOTION_RL,1,0.116274
129937,tfMRI_EMOTION_LR,1,0.124153
129937,tfMRI_GAMBLING_RL,2,0.129995
129937,tfMRI_GAMBLING_LR,2,0.146799
129937,tfMRI_LANGUAGE_RL,3,0.120417
129937,tfMRI_LANGUAGE_LR,3,0.117693
129937,tfMRI_RELATIONAL_RL,5,0.129352
129937,tfMRI_RELATIONAL_LR,5,0.120137
129937,tfMRI_SOCIAL_RL,6,0.117325
129937,tfMRI_SOCIAL_LR,6,0.116601
130013,rfMRI_REST1_LR,0,0.0733074
130013,rfMRI_REST1_RL,0,0.0681341
130013,rfMRI_REST2_LR,0,0.0785236
130013,rfMRI_REST2_RL,0,0.0760979
130013,tfMRI_MOTOR_RL,4,0.0731281
130013,tfMRI_MOTOR_LR,4,0.0777113
130013,tfMRI_WM_RL,7,0.0916411
130013,tfMRI_WM_LR,7,0.0833482
130013,tfMRI_EMOTION_RL,1,0.0895314
130013,tfMRI_EMOTION_LR,1,0.0792317
130013,tfMRI_GAMBLING_RL,2,0.0802583
130013,tfMRI_GAMBLING_LR,2,0.0802054
130013,tfMRI_LANGUAGE_RL,3,0.0807799
130013,tfMRI_LANGUAGE_LR,3,0.0751643
130013,tfMRI_RELATIONAL_RL,5,0.0824151
130013,tfMRI_RELATIONAL_LR,5,0.0906258
130013,tfMRI_SOCIAL_RL,6,0.0959045
130013,tfMRI_SOCIAL_LR,6,0.0849288
130114,rfMRI_REST1_LR,0,0.0736656
130114,rfMRI_REST1_RL,0,0.0584761
130114,rfMRI_REST2_LR,0,0.0822585
130114,rfMRI_REST2_RL,0,0.0749204
130114,tfMRI_MOTOR_RL,4,0.0786909
130114,tfMRI_MOTOR_LR,4,0.0751005
130114,tfMRI_WM_RL,7,0.0841858
130114,tfMRI_WM_LR,7,0.0804886
130114,tfMRI_EMOTION_RL,1,0.0745806
130114,tfMRI_EMOTION_LR,1,0.0642509
130114,tfMRI_GAMBLING_RL,2,0.0728971
130114,tfMRI_GAMBLING_LR,2,0.0677343
130114,tfMRI_LANGUAGE_RL,3,0.075028
130114,tfMRI_LANGUAGE_LR,3,0.0709976
130114,tfMRI_RELATIONAL_RL,5,0.0962803
130114,tfMRI_RELATIONAL_LR,5,0.0862069
130114,tfMRI_SOCIAL_RL,6,0.0735372
130114,tfMRI_SOCIAL_LR,6,0.0737547
130316,rfMRI_REST1_LR,0,0.117117
130316,rfMRI_REST1_RL,0,0.114267
130316,rfMRI_REST2_LR,0,0.136573
130316,rfMRI_REST2_RL,0,0.135897
130316,tfMRI_MOTOR_RL,4,0.181448
130316,tfMRI_MOTOR_LR,4,0.188823
130316,tfMRI_WM_RL,7,0.110637
130316,tfMRI_WM_LR,7,0.113682
130316,tfMRI_EMOTION_RL,1,0.149176
130316,tfMRI_EMOTION_LR,1,0.123165
130316,tfMRI_GAMBLING_RL,2,0.111864
130316,tfMRI_GAMBLING_LR,2,0.109317
130316,tfMRI_LANGUAGE_RL,3,0.120112
130316,tfMRI_LANGUAGE_LR,3,0.134073
130316,tfMRI_RELATIONAL_RL,5,0.145413
130316,tfMRI_RELATIONAL_LR,5,0.136881
130316,tfMRI_SOCIAL_RL,6,0.118747
130316,tfMRI_SOCIAL_LR,6,0.132567
130417,rfMRI_REST1_LR,0,0.0966932
130417,rfMRI_REST1_RL,0,0.102233
130417,rfMRI_REST2_LR,0,0.10133
130417,rfMRI_REST2_RL,0,0.0757223
130417,tfMRI_MOTOR_RL,4,0.114975
130417,tfMRI_MOTOR_LR,4,0.143299
130417,tfMRI_WM_RL,7,0.103818
130417,tfMRI_WM_LR,7,0.100019
130417,tfMRI_EMOTION_RL,1,0.0795162
130417,tfMRI_EMOTION_LR,1,0.106623
130417,tfMRI_GAMBLING_RL,2,0.0917601
130417,tfMRI_GAMBLING_LR,2,0.10695
130417,tfMRI_LANGUAGE_RL,3,0.0692023
130417,tfMRI_LANGUAGE_LR,3,0.08124
130417,tfMRI_RELATIONAL_RL,5,0.0694709
130417,tfMRI_RELATIONAL_LR,5,0.100596
130417,tfMRI_SOCIAL_RL,6,0.0736887
130417,tfMRI_SOCIAL_LR,6,0.108805
130518,rfMRI_REST1_LR,0,0.118606
130518,rfMRI_REST1_RL,0,0.114086
130518,rfMRI_REST2_LR,0,0.130193
130518,rfMRI_REST2_RL,0,0.275845
130518,tfMRI_MOTOR_RL,4,0.154208
130518,tfMRI_MOTOR_LR,4,0.139739
130518,tfMRI_WM_RL,7,0.146432
130518,tfMRI_WM_LR,7,0.162958
130518,tfMRI_EMOTION_RL,1,0.252377
130518,tfMRI_EMOTION_LR,1,0.191423
130518,tfMRI_GAMBLING_RL,2,0.133908
130518,tfMRI_GAMBLING_LR,2,0.149905
130518,tfMRI_LANGUAGE_RL,3,0.140671
130518,tfMRI_LANGUAGE_LR,3,0.232621
130518,tfMRI_RELATIONAL_RL,5,0.128056
130518,tfMRI_RELATIONAL_LR,5,0.189514
130518,tfMRI_SOCIAL_RL,6,0.113369
130518,tfMRI_SOCIAL_LR,6,0.111689
130619,rfMRI_REST1_LR,0,0.0534709
130619,rfMRI_REST1_RL,0,0.0550052
130619,rfMRI_REST2_LR,0,0.0581678
130619,rfMRI_REST2_RL,0,0.0575531
130619,tfMRI_MOTOR_RL,4,0.0735333
130619,tfMRI_MOTOR_LR,4,0.065714
130619,tfMRI_WM_RL,7,0.0661394
130619,tfMRI_WM_LR,7,0.0631788
130619,tfMRI_EMOTION_RL,1,0.0563777
130619,tfMRI_EMOTION_LR,1,0.0824149
130619,tfMRI_GAMBLING_RL,2,0.056502
130619,tfMRI_GAMBLING_LR,2,0.0605773
130619,tfMRI_LANGUAGE_RL,3,0.0525565
130619,tfMRI_LANGUAGE_LR,3,0.0483023
130619,tfMRI_RELATIONAL_RL,5,0.0684694
130619,tfMRI_RELATIONAL_LR,5,0.0617109
130619,tfMRI_SOCIAL_RL,6,0.0629619
130619,tfMRI_SOCIAL_LR,6,0.0567064
130720,rfMRI_REST1_LR,0,0.0802894
130720,rfMRI_REST1_RL,0,0.0682963
130720,rfMRI_REST2_LR,0,0.0969744
130720,rfMRI_REST2_RL,0,0.0960855
130720,tfMRI_MOTOR_RL,4,0.0556318
130720,tfMRI_MOTOR_LR,4,0.0644846
130720,tfMRI_WM_RL,7,0.064413
130720,tfMRI_WM_LR,7,0.0597443
130720,tfMRI_EMOTION_RL,1,0.0811625
130720,tfMRI_EMOTION_LR,1,0.0925922
130720,tfMRI_GAMBLING_RL,2,0.0568301
130720,tfMRI_GAMBLING_LR,2,0.066159
130720,tfMRI_LANGUAGE_RL,3,0.0767978
130720,tfMRI_LANGUAGE_LR,3,0.115385
130720,tfMRI_RELATIONAL_RL,5,0.0796871
130720,tfMRI_RELATIONAL_LR,5,0.0807948
130720,tfMRI_SOCIAL_RL,6,0.0866009
130720,tfMRI_SOCIAL_LR,6,0.0780807
130821,rfMRI_REST1_LR,0,0.0968277
130821,rfMRI_REST1_RL,0,0.0866051
130821,rfMRI_REST2_LR,0,0.07447
130821,rfMRI_REST2_RL,0,0.071291
